"행정구역","2020년06월_계_총인구수","2020년06월_계_연령구간인구수","2020년06월_계_0~9세","2020년06월_계_10~19세","2020년06월_계_20~29세","2020년06월_계_30~39세","2020년06월_계_40~49세","2020년06월_계_50~59세","2020년06월_계_60~69세","2020년06월_계_70~79세","2020년06월_계_80~89세","2020년06월_계_90~99세","2020년06월_계_100세 이상","2020년06월_남_총인구수","2020년06월_남_연령구간인구수","2020년06월_남_0~9세","2020년06월_남_10~19세","2020년06월_남_20~29세","2020년06월_남_30~39세","2020년06월_남_40~49세","2020년06월_남_50~59세","2020년06월_남_60~69세","2020년06월_남_70~79세","2020년06월_남_80~89세","2020년06월_남_90~99세","2020년06월_남_100세 이상","2020년06월_여_총인구수","2020년06월_여_연령구간인구수","2020년06월_여_0~9세","2020년06월_여_10~19세","2020년06월_여_20~29세","2020년06월_여_30~39세","2020년06월_여_40~49세","2020년06월_여_50~59세","2020년06월_여_60~69세","2020년06월_여_70~79세","2020년06월_여_80~89세","2020년06월_여_90~99세","2020년06월_여_100세 이상"
"경상북도 구미시 무을면(4719031000)","1,889","1,889","43","64","108","97","138","368","467","307","251","45","1","938","938","19","32","69","60","86","206","244","133","77","12","0","951","951","24","32","39","37","52","162","223","174","174","33","1"
"경상북도 구미시 옥성면(4719032000)","1,761","1,761","20","66","102","76","151","340","419","296","251","38","2","901","901","10","30","68","50","102","187","227","139","78","10","0","860","860","10","36","34","26","49","153","192","157","173","28","2"
"경상북도 구미시 도개면(4719033000)","2,243","2,243","42","141","148","98","201","402","492","403","277","37","2","1,146","1,146","20","88","90","67","118","241","246","181","85","9","1","1,097","1,097","22","53","58","31","83","161","246","222","192","28","1"
"경상북도 구미시 해평면(4719034000)","4,180","4,180","70","167","302","227","458","837","897","677","480","61","4","2,175","2,175","40","84","181","146","300","499","468","272","171","13","1","2,005","2,005","30","83","121","81","158","338","429","405","309","48","3"
"경상북도 구미시 산동면(4719035000)","26,289","26,289","5,573","2,074","2,761","8,119","4,038","2,047","948","414","273","41","1","13,732","13,732","2,838","1,087","1,285","4,396","2,231","1,114","506","187","75","13","0","12,557","12,557","2,735","987","1,476","3,723","1,807","933","442","227","198","28","1"
"경상북도 구미시 장천면(4719036000)","3,220","3,220","81","212","267","190","386","661","615","465","310","31","2","1,644","1,644","51","118","144","107","223","358","321","211","105","6","0","1,576","1,576","30","94","123","83","163","303","294","254","205","25","2"
"경상북도 구미시 송정동(4719051000)","16,759","16,759","957","1,354","2,669","2,402","2,494","3,258","2,450","860","282","29","4","8,301","8,301","474","691","1,441","1,351","1,185","1,500","1,165","396","95","2","1","8,458","8,458","483","663","1,228","1,051","1,309","1,758","1,285","464","187","27","3"
"경상북도 구미시 원평1동(4719052000)","3,885","3,885","67","112","544","537","729","863","632","286","93","19","3","2,144","2,144","32","53","303","290","431","511","349","144","29","2","0","1,741","1,741","35","59","241","247","298","352","283","142","64","17","3"
"경상북도 구미시 원평2동(4719053000)","3,332","3,332","88","156","341","288","366","695","765","443","168","21","1","1,716","1,716","49","87","206","186","211","361","379","183","49","5","0","1,616","1,616","39","69","135","102","155","334","386","260","119","16","1"
"경상북도 구미시 도량동(4719055100)","30,464","30,464","2,501","3,665","4,108","3,706","5,179","6,126","3,446","1,142","526","65","0","14,961","14,961","1,309","1,843","2,296","1,873","2,369","2,885","1,717","487","170","12","0","15,503","15,503","1,192","1,822","1,812","1,833","2,810","3,241","1,729","655","356","53","0"
"경상북도 구미시 지산동(4719055500)","2,293","2,293","82","138","240","169","301","490","509","239","111","13","1","1,193","1,193","41","71","141","106","165","260","263","108","38","0","0","1,100","1,100","41","67","99","63","136","230","246","131","73","13","1"
"경상북도 구미시 선주원남동(4719056500)","47,383","47,383","4,979","6,369","5,984","6,257","9,141","8,359","4,206","1,438","577","72","1","23,979","23,979","2,542","3,320","3,347","3,069","4,454","4,205","2,179","670","185","8","0","23,404","23,404","2,437","3,049","2,637","3,188","4,687","4,154","2,027","768","392","64","1"
"경상북도 구미시 형곡1동(4719058200)","15,098","15,098","1,129","1,767","2,105","1,759","2,577","3,053","1,768","650","259","31","0","7,471","7,471","588","948","1,181","884","1,162","1,451","871","302","82","2","0","7,627","7,627","541","819","924","875","1,415","1,602","897","348","177","29","0"
"경상북도 구미시 형곡2동(4719058300)","17,556","17,556","945","2,095","2,848","1,767","2,929","3,967","2,102","639","236","26","2","8,829","8,829","516","1,136","1,604","942","1,288","1,901","1,089","279","71","3","0","8,727","8,727","429","959","1,244","825","1,641","2,066","1,013","360","165","23","2"
"경상북도 구미시 신평1동(4719059000)","3,342","3,342","144","201","598","508","472","639","457","237","76","10","0","1,863","1,863","70","101","374","341","272","347","225","99","33","1","0","1,479","1,479","74","100","224","167","200","292","232","138","43","9","0"
"경상북도 구미시 신평2동(4719060000)","3,302","3,302","291","231","437","562","453","647","391","181","94","12","3","1,796","1,796","161","126","247","342","258","342","210","74","32","4","0","1,506","1,506","130","105","190","220","195","305","181","107","62","8","3"
"경상북도 구미시 비산동(4719061000)","6,368","6,368","722","487","999","1,368","989","1,135","438","162","62","6","0","3,447","3,447","384","250","539","809","528","590","242","86","18","1","0","2,921","2,921","338","237","460","559","461","545","196","76","44","5","0"
"경상북도 구미시 공단1동(4719062100)","6,867","6,867","956","654","938","1,473","1,161","1,066","454","117","44","4","0","3,524","3,524","485","322","496","822","579","538","219","55","7","1","0","3,343","3,343","471","332","442","651","582","528","235","62","37","3","0"
"경상북도 구미시 공단2동(4719062200)","4,509","4,509","655","202","712","1,161","684","667","330","77","15","5","1","2,478","2,478","355","99","412","672","401","345","155","34","5","0","0","2,031","2,031","300","103","300","489","283","322","175","43","10","5","1"
"경상북도 구미시 광평동(4719063000)","4,535","4,535","373","365","697","742","779","805","461","228","72","13","0","2,414","2,414","188","185","402","439","423","402","232","112","27","4","0","2,121","2,121","185","180","295","303","356","403","229","116","45","9","0"
"경상북도 구미시 상모사곡동(4719064500)","28,916","28,916","2,668","3,669","4,288","3,966","5,848","5,452","1,904","749","314","56","2","15,070","15,070","1,357","1,923","2,477","2,082","2,892","2,916","999","320","91","12","1","13,846","13,846","1,311","1,746","1,811","1,884","2,956","2,536","905","429","223","44","1"
"경상북도 구미시 임오동(4719066000)","19,720","19,720","2,369","2,673","2,544","3,189","4,009","3,203","1,139","381","183","30","0","10,279","10,279","1,209","1,442","1,430","1,659","1,966","1,747","612","157","53","4","0","9,441","9,441","1,160","1,231","1,114","1,530","2,043","1,456","527","224","130","26","0"
"경상북도 구미시 인동동(4719067000)","49,027","49,027","5,223","6,066","7,109","9,068","9,524","6,832","3,226","1,323","574","80","2","25,261","25,261","2,807","3,170","3,792","4,774","4,913","3,491","1,613","536","148","17","0","23,766","23,766","2,416","2,896","3,317","4,294","4,611","3,341","1,613","787","426","63","2"
"경상북도 구미시 진미동(4719068000)","16,062","16,062","979","1,157","4,170","4,161","2,646","1,693","817","291","120","26","2","8,597","8,597","488","598","2,057","2,478","1,492","914","396","131","37","6","0","7,465","7,465","491","559","2,113","1,683","1,154","779","421","160","83","20","2"
"경상북도 구미시 양포동(4719069000)","46,475","46,475","7,267","6,444","5,686","9,170","9,889","5,034","1,773","787","371","52","2","24,112","24,112","3,716","3,335","3,157","4,656","5,218","2,733","858","320","107","11","1","22,363","22,363","3,551","3,109","2,529","4,514","4,671","2,301","915","467","264","41","1"
"경상북도 영주시 (4721000000)","104,003","104,003","6,354","9,073","9,835","8,795","14,089","18,233","17,896","11,992","6,710","969","57","51,573","51,573","3,282","4,737","5,772","4,718","7,289","9,279","8,570","5,355","2,351","207","13","52,430","52,430","3,072","4,336","4,063","4,077","6,800","8,954","9,326","6,637","4,359","762","44"
"경상북도 영주시 풍기읍(4721025000)","10,677","10,677","480","728","951","745","1,261","1,908","2,227","1,454","778","134","11","5,258","5,258","252","371","597","396","674","939","1,090","640","267","28","4","5,419","5,419","228","357","354","349","587","969","1,137","814","511","106","7"
"경상북도 영주시 이산면(4721031000)","2,416","2,416","59","103","213","122","191","501","532","363","295","36","1","1,248","1,248","31","49","138","75","108","286","272","176","103","10","0","1,168","1,168","28","54","75","47","83","215","260","187","192","26","1"
"경상북도 영주시 평은면(4721032000)","1,454","1,454","26","59","84","54","102","256","336","289","213","33","2","731","731","16","28","55","31","70","144","169","135","73","10","0","723","723","10","31","29","23","32","112","167","154","140","23","2"
"경상북도 영주시 문수면(4721033000)","1,984","1,984","63","92","159","99","186","331","440","326","243","43","2","1,011","1,011","34","50","99","61","117","176","237","153","77","7","0","973","973","29","42","60","38","69","155","203","173","166","36","2"
"경상북도 영주시 장수면(4721034000)","2,229","2,229","57","117","153","120","201","375","495","393","263","52","3","1,134","1,134","30","62","95","82","116","200","264","175","98","12","0","1,095","1,095","27","55","58","38","85","175","231","218","165","40","3"
"경상북도 영주시 안정면(4721035000)","3,095","3,095","87","129","223","165","268","526","710","545","385","56","1","1,568","1,568","48","67","145","106","168","274","361","258","134","7","0","1,527","1,527","39","62","78","59","100","252","349","287","251","49","1"
"경상북도 영주시 봉현면(4721036000)","2,813","2,813","80","134","178","135","280","529","706","467","256","41","7","1,436","1,436","41","64","113","76","178","276","357","233","84","12","2","1,377","1,377","39","70","65","59","102","253","349","234","172","29","5"
"경상북도 영주시 순흥면(4721037000)","2,044","2,044","39","87","142","93","141","392","533","348","226","42","1","1,022","1,022","23","45","95","55","80","206","269","157","85","6","1","1,022","1,022","16","42","47","38","61","186","264","191","141","36","0"
"경상북도 영주시 단산면(4721038000)","1,921","1,921","31","70","110","84","160","357","456","342","271","39","1","957","957","17","41","73","55","96","186","246","146","87","9","1","964","964","14","29","37","29","64","171","210","196","184","30","0"
"경상북도 영주시 부석면(4721039000)","3,142","3,142","56","135","138","143","217","612","812","596","378","51","4","1,557","1,557","30","74","73","85","137","330","402","282","136","7","1","1,585","1,585","26","61","65","58","80","282","410","314","242","44","3"
"경상북도 영주시 상망동(4721051000)","8,044","8,044","525","997","807","605","1,310","1,391","1,133","801","396","76","3","4,007","4,007","268","533","481","317","632","728","542","347","150","9","0","4,037","4,037","257","464","326","288","678","663","591","454","246","67","3"
"경상북도 영주시 하망동(4721052500)","6,230","6,230","358","619","612","469","880","1,128","1,019","729","371","42","3","2,987","2,987","181","307","352","259","432","577","452","290","127","9","1","3,243","3,243","177","312","260","210","448","551","567","439","244","33","2"
"경상북도 영주시 영주1동(4721055000)","4,138","4,138","169","299","326","319","490","718","859","595","321","38","4","2,010","2,010","96","136","199","179","251","388","392","245","113","10","1","2,128","2,128","73","163","127","140","239","330","467","350","208","28","3"
"경상북도 영주시 영주2동(4721056000)","3,612","3,612","174","262","310","274","431","653","719","521","236","32","0","1,726","1,726","99","141","172","138","215","325","316","233","81","6","0","1,886","1,886","75","121","138","136","216","328","403","288","155","26","0"
"경상북도 영주시 휴천1동(4721059000)","6,720","6,720","501","886","705","561","1,168","1,192","837","569","269","30","2","3,359","3,359","256","471","435","281","564","615","369","267","91","10","0","3,361","3,361","245","415","270","280","604","577","468","302","178","20","2"
"경상북도 영주시 휴천2동(4721060000)","8,338","8,338","456","643","970","706","1,081","1,608","1,442","936","441","51","4","4,090","4,090","211","356","541","375","552","765","653","442","180","14","1","4,248","4,248","245","287","429","331","529","843","789","494","261","37","3"
"경상북도 영주시 휴천3동(4721061000)","8,131","8,131","477","736","984","668","1,088","1,627","1,337","792","365","55","2","4,061","4,061","242","401","579","365","529","809","626","362","133","15","0","4,070","4,070","235","335","405","303","559","818","711","430","232","40","2"
"경상북도 영주시 가흥1동(4721062000)","19,025","19,025","2,158","2,127","1,956","2,629","3,384","2,741","2,104","1,241","609","73","3","9,550","9,550","1,119","1,094","1,101","1,355","1,754","1,396","982","520","211","17","1","9,475","9,475","1,039","1,033","855","1,274","1,630","1,345","1,122","721","398","56","2"
"경상북도 영주시 가흥2동(4721063000)","7,990","7,990","558","850","814","804","1,250","1,388","1,199","685","394","45","3","3,861","3,861","288","447","429","427","616","659","571","294","121","9","0","4,129","4,129","270","403","385","377","634","729","628","391","273","36","3"
"경상북도 영천시 (4723000000)","101,601","101,601","5,818","6,713","10,285","9,495","12,855","18,295","18,096","12,377","6,868","758","41","51,636","51,636","2,946","3,611","6,110","5,194","7,053","9,741","9,029","5,494","2,254","191","13","49,965","49,965","2,872","3,102","4,175","4,301","5,802","8,554","9,067","6,883","4,614","567","28"
"경상북도 영천시 금호읍(4723025000)","10,931","10,931","401","493","965","807","1,295","2,279","2,240","1,577","795","77","2","5,735","5,735","209","286","551","454","757","1,322","1,148","715","271","21","1","5,196","5,196","192","207","414","353","538","957","1,092","862","524","56","1"
"경상북도 영천시 청통면(4723031000)","4,215","4,215","101","152","334","298","376","812","995","706","385","53","3","2,182","2,182","53","84","200","185","241","430","507","338","130","13","1","2,033","2,033","48","68","134","113","135","382","488","368","255","40","2"
"경상북도 영천시 신녕면(4723032000)","3,858","3,858","108","170","239","229","345","668","924","703","426","45","1","1,894","1,894","60","84","150","130","195","368","457","300","140","10","0","1,964","1,964","48","86","89","99","150","300","467","403","286","35","1"
"경상북도 영천시 화산면(4723033000)","3,217","3,217","72","90","184","184","284","586","757","630","385","45","0","1,672","1,672","39","56","129","107","178","350","411","271","120","11","0","1,545","1,545","33","34","55","77","106","236","346","359","265","34","0"
"경상북도 영천시 화북면(4723034000)","2,189","2,189","68","83","109","97","170","403","542","390","291","35","1","1,079","1,079","41","45","60","55","102","220","277","180","94","5","0","1,110","1,110","27","38","49","42","68","183","265","210","197","30","1"
"경상북도 영천시 화남면(4723035000)","3,104","3,104","70","87","186","162","254","591","794","573","341","40","6","1,570","1,570","31","52","104","97","164","336","394","269","112","10","1","1,534","1,534","39","35","82","65","90","255","400","304","229","30","5"
"경상북도 영천시 자양면(4723036000)","1,175","1,175","17","33","69","51","60","265","280","218","160","21","1","590","590","11","15","41","27","36","143","159","94","59","5","0","585","585","6","18","28","24","24","122","121","124","101","16","1"
"경상북도 영천시 임고면(4723037000)","4,228","4,228","132","159","267","238","403","700","960","842","468","58","1","2,148","2,148","68","88","166","128","248","393","466","394","175","22","0","2,080","2,080","64","71","101","110","155","307","494","448","293","36","1"
"경상북도 영천시 고경면(4723038000)","6,031","6,031","271","233","1,037","473","508","899","1,108","916","528","55","3","3,365","3,365","142","126","840","272","322","469","585","413","180","15","1","2,666","2,666","129","107","197","201","186","430","523","503","348","40","2"
"경상북도 영천시 북안면(4723039000)","4,437","4,437","77","144","267","255","411","794","1,071","843","511","61","3","2,283","2,283","36","78","161","158","251","453","557","400","176","12","1","2,154","2,154","41","66","106","97","160","341","514","443","335","49","2"
"경상북도 영천시 대창면(4723040000)","3,049","3,049","85","88","204","194","260","568","815","502","296","36","1","1,596","1,596","47","43","122","121","172","337","416","231","98","8","1","1,453","1,453","38","45","82","73","88","231","399","271","198","28","0"
"경상북도 영천시 동부동(4723051000)","29,610","29,610","2,734","2,998","3,560","3,743","4,884","5,223","3,651","1,773","947","92","5","14,617","14,617","1,370","1,605","1,990","1,967","2,401","2,562","1,714","725","257","25","1","14,993","14,993","1,364","1,393","1,570","1,776","2,483","2,661","1,937","1,048","690","67","4"
"경상북도 영천시 중앙동(4723052000)","9,490","9,490","679","918","1,241","1,037","1,455","1,670","1,260","799","386","40","5","4,744","4,744","343","479","677","545","773","819","638","330","133","6","1","4,746","4,746","336","439","564","492","682","851","622","469","253","34","4"
"경상북도 영천시 서부동(4723053500)","4,857","4,857","178","283","502","400","565","913","958","680","342","35","1","2,393","2,393","88","144","270","228","326","486","450","294","98","9","0","2,464","2,464","90","139","232","172","239","427","508","386","244","26","1"
"경상북도 영천시 완산동(4723054000)","6,935","6,935","563","573","701","851","1,071","1,118","996","709","325","21","7","3,453","3,453","273","318","385","434","567","565","481","298","117","10","5","3,482","3,482","290","255","316","417","504","553","515","411","208","11","2"
"경상북도 영천시 남부동(4723055500)","4,275","4,275","262","209","420","476","514","806","745","516","282","44","1","2,315","2,315","135","108","264","286","320","488","369","242","94","9","0","1,960","1,960","127","101","156","190","194","318","376","274","188","35","1"
"경상북도 상주시 (4725000000)","98,201","98,201","5,357","7,769","8,374","7,672","11,775","17,111","17,858","12,752","8,245","1,229","59","48,175","48,175","2,777","4,110","4,851","4,164","6,260","8,972","8,717","5,464","2,610","240","10","50,026","50,026","2,580","3,659","3,523","3,508","5,515","8,139","9,141","7,288","5,635","989","49"
"경상북도 상주시 함창읍(4725025000)","6,660","6,660","302","490","440","473","767","1,132","1,295","989","669","95","8","3,236","3,236","165","236","248","262","426","604","648","414","214","17","2","3,424","3,424","137","254","192","211","341","528","647","575","455","78","6"
"경상북도 상주시 중동면(4725031000)","1,433","1,433","40","65","75","78","104","242","312","311","179","26","1","694","694","26","30","49","45","69","146","141","130","53","5","0","739","739","14","35","26","33","35","96","171","181","126","21","1"
"경상북도 상주시 사벌국면(4725032500)","3,872","3,872","107","171","201","217","335","668","844","704","543","79","3","1,882","1,882","50","103","137","124","221","372","434","283","150","8","0","1,990","1,990","57","68","64","93","114","296","410","421","393","71","3"
"경상북도 상주시 낙동면(4725033000)","3,098","3,098","109","149","172","140","276","541","639","565","426","75","6","1,498","1,498","61","72","103","85","158","304","327","248","125","13","2","1,600","1,600","48","77","69","55","118","237","312","317","301","62","4"
"경상북도 상주시 낙동면동부출장소(4725033500)","997","997","29","41","53","35","72","208","215","161","165","16","2","487","487","14","22","33","19","44","123","105","67","56","4","0","510","510","15","19","20","16","28","85","110","94","109","12","2"
"경상북도 상주시 청리면(4725034000)","2,716","2,716","91","120","158","160","222","432","620","486","363","61","3","1,329","1,329","54","78","100","92","140","223","315","197","119","11","0","1,387","1,387","37","42","58","68","82","209","305","289","244","50","3"
"경상북도 상주시 공성면(4725035000)","4,024","4,024","85","228","214","207","316","657","980","767","494","74","2","1,993","1,993","39","153","128","123","202","351","474","342","164","16","1","2,031","2,031","46","75","86","84","114","306","506","425","330","58","1"
"경상북도 상주시 외남면(4725036000)","1,692","1,692","59","74","89","84","125","315","365","310","230","41","0","844","844","28","46","50","44","89","185","185","136","71","10","0","848","848","31","28","39","40","36","130","180","174","159","31","0"
"경상북도 상주시 내서면(4725037000)","1,993","1,993","62","76","114","114","146","416","469","329","235","32","0","1,024","1,024","28","47","72","69","85","232","254","151","80","6","0","969","969","34","29","42","45","61","184","215","178","155","26","0"
"경상북도 상주시 모동면(4725038000)","2,605","2,605","99","158","174","119","259","522","627","382","232","30","3","1,304","1,304","46","82","108","64","149","279","317","171","79","8","1","1,301","1,301","53","76","66","55","110","243","310","211","153","22","2"
"경상북도 상주시 모서면(4725039000)","1,747","1,747","58","77","98","81","171","339","421","275","204","22","1","882","882","29","41","62","49","104","188","221","112","67","8","1","865","865","29","36","36","32","67","151","200","163","137","14","0"
"경상북도 상주시 모서면서부출장소(4725039500)","757","757","23","40","39","43","62","161","180","113","85","11","0","359","359","12","19","21","19","43","73","103","46","23","0","0","398","398","11","21","18","24","19","88","77","67","62","11","0"
"경상북도 상주시 화동면(4725040000)","2,037","2,037","68","109","122","112","180","384","446","353","217","46","0","1,016","1,016","35","54","70","67","109","220","220","159","72","10","0","1,021","1,021","33","55","52","45","71","164","226","194","145","36","0"
"경상북도 상주시 화서면(4725041000)","2,808","2,808","130","151","185","180","275","537","581","421","307","40","1","1,357","1,357","69","72","103","99","145","272","297","175","111","14","0","1,451","1,451","61","79","82","81","130","265","284","246","196","26","1"
"경상북도 상주시 화북면(4725042000)","1,256","1,256","35","66","81","72","117","271","274","190","127","21","2","636","636","18","38","39","50","61","150","141","85","50","4","0","620","620","17","28","42","22","56","121","133","105","77","17","2"
"경상북도 상주시 화북면서부출장소(4725042600)","338","338","8","11","12","12","29","68","96","61","36","5","0","175","175","4","5","9","6","18","41","52","28","12","0","0","163","163","4","6","3","6","11","27","44","33","24","5","0"
"경상북도 상주시 외서면(4725043000)","2,810","2,810","102","160","121","159","315","507","584","469","337","52","4","1,321","1,321","45","80","74","88","172","270","282","198","99","12","1","1,489","1,489","57","80","47","71","143","237","302","271","238","40","3"
"경상북도 상주시 은척면(4725044000)","1,165","1,165","21","47","46","36","93","178","287","271","161","23","2","542","542","8","28","26","20","58","94","143","108","55","2","0","623","623","13","19","20","16","35","84","144","163","106","21","2"
"경상북도 상주시 은척면북부출장소(4725044500)","383","383","7","18","14","10","28","70","70","79","77","10","0","199","199","2","13","10","6","16","44","38","35","32","3","0","184","184","5","5","4","4","12","26","32","44","45","7","0"
"경상북도 상주시 공검면(4725045000)","2,171","2,171","33","98","114","107","176","323","498","446","321","54","1","1,022","1,022","14","48","75","67","114","165","244","193","94","8","0","1,149","1,149","19","50","39","40","62","158","254","253","227","46","1"
"경상북도 상주시 이안면(4725046000)","2,092","2,092","55","107","100","70","191","327","426","437","316","62","1","995","995","35","46","59","43","111","181","218","188","99","15","0","1,097","1,097","20","61","41","27","80","146","208","249","217","47","1"
"경상북도 상주시 화남면(4725047000)","844","844","31","40","49","36","70","163","187","140","103","24","1","409","409","15","20","19","16","48","92","99","65","30","5","0","435","435","16","20","30","20","22","71","88","75","73","19","1"
"경상북도 상주시 남원동(4725052000)","12,494","12,494","970","1,360","1,357","1,324","1,838","2,114","1,827","1,114","504","80","6","6,110","6,110","501","750","762","711","878","1,034","829","473","159","13","0","6,384","6,384","469","610","595","613","960","1,080","998","641","345","67","6"
"경상북도 상주시 북문동(4725053000)","9,299","9,299","764","879","1,020","1,130","1,393","1,580","1,388","709","384","52","0","4,661","4,661","391","468","571","594","708","809","682","304","127","7","0","4,638","4,638","373","411","449","536","685","771","706","405","257","45","0"
"경상북도 상주시 계림동(4725054000)","7,866","7,866","562","814","765","743","1,156","1,380","1,170","751","463","60","2","3,726","3,726","293","386","426","395","571","681","529","304","130","11","0","4,140","4,140","269","428","339","348","585","699","641","447","333","49","2"
"경상북도 상주시 동문동(4725055000)","8,152","8,152","526","805","847","738","1,165","1,519","1,241","816","440","50","5","3,994","3,994","278","421","461","391","555","823","562","349","142","11","1","4,158","4,158","248","384","386","347","610","696","679","467","298","39","4"
"경상북도 상주시 동성동(4725056000)","3,731","3,731","204","360","324","300","519","625","635","469","257","35","3","1,853","1,853","114","200","196","156","292","323","271","213","82","6","0","1,878","1,878","90","160","128","144","227","302","364","256","175","29","3"
"경상북도 상주시 신흥동(4725057000)","9,161","9,161","777","1,055","1,390","892","1,375","1,432","1,181","634","370","53","2","4,627","4,627","403","552","840","460","674","693","586","290","115","13","1","4,534","4,534","374","503","550","432","701","739","595","344","255","40","1"
"경상북도 문경시 (4728000000)","71,683","71,683","4,099","5,828","6,147","5,960","8,910","12,151","13,099","9,311","5,344","777","57","35,101","35,101","2,140","3,141","3,457","3,179","4,776","6,238","6,303","4,017","1,684","151","15","36,582","36,582","1,959","2,687","2,690","2,781","4,134","5,913","6,796","5,294","3,660","626","42"
"경상북도 문경시 문경읍(4728025000)","5,840","5,840","222","345","400","378","622","1,066","1,223","1,011","488","74","11","2,832","2,832","102","183","255","215","343","557","566","430","162","15","4","3,008","3,008","120","162","145","163","279","509","657","581","326","59","7"
"경상북도 문경시 문경읍갈평출장소(4728025100)","1,116","1,116","42","59","72","52","106","231","255","171","110","18","0","563","563","21","30","44","29","61","133","130","75","38","2","0","553","553","21","29","28","23","45","98","125","96","72","16","0"
"경상북도 문경시 가은읍(4728025300)","3,194","3,194","99","155","158","162","263","544","709","598","431","72","3","1,546","1,546","48","91","99","88","150","278","379","258","137","18","0","1,648","1,648","51","64","59","74","113","266","330","340","294","54","3"
"경상북도 문경시 가은읍북부출장소(4728025400)","823","823","18","40","28","50","77","169","192","150","84","14","1","419","419","9","25","12","22","43","94","119","65","29","1","0","404","404","9","15","16","28","34","75","73","85","55","13","1"
"경상북도 문경시 영순면(4728031000)","2,520","2,520","61","336","144","109","177","351","553","387","344","57","1","1,322","1,322","31","219","81","67","111","203","284","189","124","13","0","1,198","1,198","30","117","63","42","66","148","269","198","220","44","1"
"경상북도 문경시 산양면(4728032000)","3,073","3,073","86","133","206","161","260","488","699","562","402","74","2","1,530","1,530","44","77","121","94","168","272","347","259","135","13","0","1,543","1,543","42","56","85","67","92","216","352","303","267","61","2"
"경상북도 문경시 호계면(4728033000)","2,426","2,426","48","175","319","106","193","374","531","376","267","36","1","1,153","1,153","30","76","140","61","115","210","273","153","87","8","0","1,273","1,273","18","99","179","45","78","164","258","223","180","28","1"
"경상북도 문경시 산북면(4728034000)","2,782","2,782","57","115","152","121","242","496","605","544","391","54","5","1,383","1,383","34","63","99","75","152","291","312","236","111","8","2","1,399","1,399","23","52","53","46","90","205","293","308","280","46","3"
"경상북도 문경시 동로면(4728035000)","1,938","1,938","83","74","101","96","177","361","481","329","208","28","0","984","984","45","39","57","55","112","185","275","139","73","4","0","954","954","38","35","44","41","65","176","206","190","135","24","0"
"경상북도 문경시 마성면(4728036000)","3,608","3,608","87","147","211","228","310","630","743","726","462","57","7","1,712","1,712","41","81","117","139","199","349","362","289","122","9","4","1,896","1,896","46","66","94","89","111","281","381","437","340","48","3"
"경상북도 문경시 농암면(4728037000)","2,615","2,615","71","90","124","136","195","510","626","475","319","63","6","1,206","1,206","37","46","72","79","124","249","302","199","82","14","2","1,409","1,409","34","44","52","57","71","261","324","276","237","49","4"
"경상북도 문경시 점촌1동(4728057000)","5,894","5,894","372","432","523","620","724","989","1,135","721","340","35","3","2,896","2,896","210","239","312","332","396","465","501","313","119","9","0","2,998","2,998","162","193","211","288","328","524","634","408","221","26","3"
"경상북도 문경시 점촌2동(4728058000)","7,133","7,133","428","595","615","663","899","1,161","1,372","938","411","43","8","3,448","3,448","221","313","357","365","468","577","603","406","129","7","2","3,685","3,685","207","282","258","298","431","584","769","532","282","36","6"
"경상북도 문경시 점촌3동(4728059000)","9,205","9,205","683","892","888","854","1,351","1,609","1,500","919","449","54","6","4,571","4,571","368","512","538","429","711","778","671","393","158","12","1","4,634","4,634","315","380","350","425","640","831","829","526","291","42","5"
"경상북도 문경시 점촌4동(4728060000)","3,158","3,158","117","148","219","252","323","557","675","529","299","37","2","1,563","1,563","53","89","120","143","204","309","323","237","83","2","0","1,595","1,595","64","59","99","109","119","248","352","292","216","35","2"
"경상북도 문경시 점촌5동(4728061000)","16,358","16,358","1,625","2,092","1,987","1,972","2,991","2,615","1,800","875","339","61","1","7,973","7,973","846","1,058","1,033","986","1,419","1,288","856","376","95","16","0","8,385","8,385","779","1,034","954","986","1,572","1,327","944","499","244","45","1"
"경상북도 경산시 (4729000000)","263,034","263,034","21,095","22,970","35,991","33,729","41,626","44,668","33,730","19,104","9,032","1,022","67","132,471","132,471","10,792","11,945","19,786","18,044","21,316","22,443","16,464","8,351","3,098","221","11","130,563","130,563","10,303","11,025","16,205","15,685","20,310","22,225","17,266","10,753","5,934","801","56"
"경상북도 경산시 하양읍(4729025000)","25,829","25,829","1,743","2,815","3,818","2,633","4,125","4,246","3,228","2,082","1,021","106","12","12,987","12,987","931","1,481","2,132","1,440","2,017","2,188","1,548","866","360","22","2","12,842","12,842","812","1,334","1,686","1,193","2,108","2,058","1,680","1,216","661","84","10"
"경상북도 경산시 진량읍(4729025300)","36,305","36,305","2,533","3,715","5,331","4,022","6,509","6,840","3,859","2,257","1,134","98","7","18,866","18,866","1,302","1,904","3,014","2,276","3,345","3,680","1,991","949","376","29","0","17,439","17,439","1,231","1,811","2,317","1,746","3,164","3,160","1,868","1,308","758","69","7"
"경상북도 경산시 압량읍(4729025600)","21,024","21,024","2,419","1,165","3,222","4,219","2,981","2,842","2,271","1,224","610","66","5","11,146","11,146","1,275","607","1,791","2,367","1,725","1,460","1,150","548","209","14","0","9,878","9,878","1,144","558","1,431","1,852","1,256","1,382","1,121","676","401","52","5"
