"행정구역","2020년06월_계_총인구수","2020년06월_계_연령구간인구수","2020년06월_계_0~9세","2020년06월_계_10~19세","2020년06월_계_20~29세","2020년06월_계_30~39세","2020년06월_계_40~49세","2020년06월_계_50~59세","2020년06월_계_60~69세","2020년06월_계_70~79세","2020년06월_계_80~89세","2020년06월_계_90~99세","2020년06월_계_100세 이상","2020년06월_남_총인구수","2020년06월_남_연령구간인구수","2020년06월_남_0~9세","2020년06월_남_10~19세","2020년06월_남_20~29세","2020년06월_남_30~39세","2020년06월_남_40~49세","2020년06월_남_50~59세","2020년06월_남_60~69세","2020년06월_남_70~79세","2020년06월_남_80~89세","2020년06월_남_90~99세","2020년06월_남_100세 이상","2020년06월_여_총인구수","2020년06월_여_연령구간인구수","2020년06월_여_0~9세","2020년06월_여_10~19세","2020년06월_여_20~29세","2020년06월_여_30~39세","2020년06월_여_40~49세","2020년06월_여_50~59세","2020년06월_여_60~69세","2020년06월_여_70~79세","2020년06월_여_80~89세","2020년06월_여_90~99세","2020년06월_여_100세 이상"
"세종특별자치시  연기면(3611031000)","2,599","2,599","84","111","319","296","316","544","473","262","169","23","2","1,451","1,451","41","59","185","198","205","318","268","120","55","2","0","1,148","1,148","43","52","134","98","111","226","205","142","114","21","2"
"세종특별자치시  연동면(3611032000)","3,184","3,184","103","129","306","286","333","559","684","415","306","59","4","1,652","1,652","49","67","191","160","205","314","367","189","95","14","1","1,532","1,532","54","62","115","126","128","245","317","226","211","45","3"
"세종특별자치시  부강면(3611033000)","6,178","6,178","356","367","726","682","872","1,124","980","637","387","45","2","3,405","3,405","182","199","479","429","528","665","486","274","147","15","1","2,773","2,773","174","168","247","253","344","459","494","363","240","30","1"
"세종특별자치시  금남면(3611034000)","8,722","8,722","296","419","861","842","986","1,630","1,772","1,150","660","100","6","4,608","4,608","142","219","504","517","611","905","934","535","217","24","0","4,114","4,114","154","200","357","325","375","725","838","615","443","76","6"
"세종특별자치시  장군면(3611035000)","6,357","6,357","197","314","894","758","897","1,240","1,045","575","382","53","2","3,583","3,583","98","163","546","506","596","702","547","269","140","16","0","2,774","2,774","99","151","348","252","301","538","498","306","242","37","2"
"세종특별자치시  연서면(3611036000)","7,443","7,443","357","444","791","710","940","1,305","1,349","916","554","73","4","4,008","4,008","163","243","480","439","579","745","711","414","218","16","0","3,435","3,435","194","201","311","271","361","560","638","502","336","57","4"
"세종특별자치시  전의면(3611037000)","5,731","5,731","209","411","563","526","732","1,079","962","689","475","79","6","3,033","3,033","107","231","328","321","439","604","518","299","173","12","1","2,698","2,698","102","180","235","205","293","475","444","390","302","67","5"
"세종특별자치시  전동면(3611038000)","3,658","3,658","86","134","307","267","368","720","869","521","329","50","7","1,995","1,995","40","70","182","173","229","429","487","257","117","9","2","1,663","1,663","46","64","125","94","139","291","382","264","212","41","5"
"세종특별자치시  소정면(3611039000)","2,483","2,483","110","191","280","189","354","459","404","275","196","24","1","1,309","1,309","57","95","167","111","212","262","213","121","67","3","1","1,174","1,174","53","96","113","78","142","197","191","154","129","21","0"
"세종특별자치시  한솔동(3611051000)","19,462","19,462","2,766","3,387","1,709","2,709","4,589","2,478","1,114","482","193","33","2","9,586","9,586","1,421","1,723","865","1,224","2,234","1,287","548","220","53","11","0","9,876","9,876","1,345","1,664","844","1,485","2,355","1,191","566","262","140","22","2"
"세종특별자치시  새롬동(3611051500)","54,759","54,759","9,139","6,815","5,944","12,062","11,009","5,650","2,885","874","317","63","1","26,490","26,490","4,687","3,290","2,664","5,683","5,502","2,785","1,375","416","79","9","0","28,269","28,269","4,452","3,525","3,280","6,379","5,507","2,865","1,510","458","238","54","1"
"세종특별자치시  도담동(3611052000)","32,315","32,315","4,350","4,519","3,745","5,892","6,904","3,743","1,871","834","380","77","0","15,609","15,609","2,254","2,253","1,668","2,756","3,362","1,939","894","364","103","16","0","16,706","16,706","2,096","2,266","2,077","3,136","3,542","1,804","977","470","277","61","0"
"세종특별자치시  아름동(3611053000)","23,851","23,851","3,839","4,263","1,766","3,706","5,991","2,504","1,131","446","163","42","0","11,805","11,805","1,990","2,193","909","1,622","2,932","1,335","548","215","50","11","0","12,046","12,046","1,849","2,070","857","2,084","3,059","1,169","583","231","113","31","0"
"세종특별자치시  종촌동(3611054000)","29,972","29,972","4,959","4,149","2,641","5,829","6,332","3,088","1,828","788","310","48","0","14,552","14,552","2,534","2,057","1,243","2,696","3,194","1,528","824","376","87","13","0","15,420","15,420","2,425","2,092","1,398","3,133","3,138","1,560","1,004","412","223","35","0"
"세종특별자치시  고운동(3611055000)","34,479","34,479","6,295","4,628","2,627","6,983","7,384","3,325","2,215","770","206","44","2","16,837","16,837","3,213","2,346","1,261","3,252","3,720","1,565","1,032","363","75","10","0","17,642","17,642","3,082","2,282","1,366","3,731","3,664","1,760","1,183","407","131","34","2"
"세종특별자치시  소담동(3611055500)","31,046","31,046","5,623","3,147","3,051","7,545","5,757","3,471","1,705","518","179","49","1","15,299","15,299","2,877","1,528","1,453","3,667","2,911","1,722","854","246","33","8","0","15,747","15,747","2,746","1,619","1,598","3,878","2,846","1,749","851","272","146","41","1"
"세종특별자치시  보람동(3611056000)","19,534","19,534","3,305","2,435","1,967","3,926","3,869","2,241","1,202","419","140","29","1","9,588","9,588","1,693","1,222","952","1,815","1,961","1,129","567","209","36","4","0","9,946","9,946","1,612","1,213","1,015","2,111","1,908","1,112","635","210","104","25","1"
"세종특별자치시  대평동(3611057000)","10,721","10,721","1,666","1,009","1,289","2,364","1,800","1,505","762","207","97","21","1","5,327","5,327","863","502","652","1,165","898","748","367","105","23","3","1","5,394","5,394","803","507","637","1,199","902","757","395","102","74","18","0"
"경기도  (4100000000)","13,338,020","13,338,020","1,166,941","1,340,623","1,791,260","1,914,790","2,295,521","2,217,025","1,466,163","754,497","336,956","50,079","4,165","6,711,047","6,711,047","597,691","690,470","942,471","985,236","1,166,172","1,124,534","728,210","341,782","121,415","11,953","1,113","6,626,973","6,626,973","569,250","650,153","848,789","929,554","1,129,349","1,092,491","737,953","412,715","215,541","38,126","3,052"
"경기도 수원시 (4111000000)","1,191,542","1,191,542","100,857","120,611","187,086","182,108","204,658","196,414","115,514","55,854","24,312","3,820","308","599,868","599,868","51,999","62,342","98,563","94,438","103,127","98,167","56,981","24,865","8,440","868","78","591,674","591,674","48,858","58,269","88,523","87,670","101,531","98,247","58,533","30,989","15,872","2,952","230"
"경기도 수원시 장안구 (4111100000)","275,875","275,875","19,176","29,315","44,199","33,474","46,417","49,378","29,693","15,620","7,321","1,194","88","138,916","138,916","9,918","15,289","24,145","17,400","23,025","24,702","14,595","6,909","2,626","286","21","136,959","136,959","9,258","14,026","20,054","16,074","23,392","24,676","15,098","8,711","4,695","908","67"
"경기도 수원시 장안구 파장동(4111156000)","23,764","23,764","1,440","1,925","3,429","2,983","3,797","4,453","3,237","1,662","711","118","9","11,992","11,992","743","1,013","1,884","1,594","1,953","2,205","1,617","719","239","23","2","11,772","11,772","697","912","1,545","1,389","1,844","2,248","1,620","943","472","95","7"
"경기도 수원시 장안구 율천동(4111156600)","43,207","43,207","3,214","4,217","10,085","5,869","6,645","6,830","3,600","1,729","879","128","11","22,761","22,761","1,645","2,206","6,160","3,115","3,324","3,439","1,785","739","304","40","4","20,446","20,446","1,569","2,011","3,925","2,754","3,321","3,391","1,815","990","575","88","7"
"경기도 수원시 장안구 정자1동(4111157100)","30,104","30,104","2,630","3,614","4,210","3,575","5,543","5,307","2,926","1,474","699","118","8","14,820","14,820","1,337","1,935","2,227","1,741","2,653","2,634","1,386","642","235","27","3","15,284","15,284","1,293","1,679","1,983","1,834","2,890","2,673","1,540","832","464","91","5"
"경기도 수원시 장안구 정자2동(4111157200)","30,368","30,368","2,082","3,258","4,396","3,801","5,154","5,466","3,276","1,954","847","127","7","14,903","14,903","1,035","1,680","2,287","1,937","2,524","2,697","1,547","851","314","30","1","15,465","15,465","1,047","1,578","2,109","1,864","2,630","2,769","1,729","1,103","533","97","6"
"경기도 수원시 장안구 정자3동(4111157300)","43,279","43,279","3,867","7,112","6,257","4,595","9,283","7,359","2,684","1,333","686","102","1","21,618","21,618","2,056","3,654","3,220","2,200","4,385","3,849","1,432","561","244","17","0","21,661","21,661","1,811","3,458","3,037","2,395","4,898","3,510","1,252","772","442","85","1"
"경기도 수원시 장안구 영화동(4111158000)","20,356","20,356","891","1,246","2,717","2,541","3,031","4,005","3,383","1,749","674","98","21","10,391","10,391","475","650","1,399","1,420","1,646","2,025","1,652","818","282","18","6","9,965","9,965","416","596","1,318","1,121","1,385","1,980","1,731","931","392","80","15"
"경기도 수원시 장안구 송죽동(4111159100)","19,889","19,889","1,197","1,790","3,080","2,759","3,139","3,694","2,443","1,176","518","88","5","9,929","9,929","627","951","1,579","1,455","1,586","1,813","1,176","532","187","21","2","9,960","9,960","570","839","1,501","1,304","1,553","1,881","1,267","644","331","67","3"
"경기도 수원시 장안구 조원1동(4111159700)","29,108","29,108","1,593","2,908","4,430","3,344","4,620","5,517","3,611","1,984","938","157","6","14,661","14,661","823","1,536","2,335","1,836","2,336","2,754","1,779","905","315","42","0","14,447","14,447","770","1,372","2,095","1,508","2,284","2,763","1,832","1,079","623","115","6"
"경기도 수원시 장안구 조원2동(4111159800)","19,357","19,357","1,523","2,133","3,020","2,140","2,967","3,857","1,952","1,013","640","110","2","9,359","9,359","786","1,087","1,567","1,015","1,353","1,806","1,017","456","239","32","1","9,998","9,998","737","1,046","1,453","1,125","1,614","2,051","935","557","401","78","1"
"경기도 수원시 장안구 연무동(4111160000)","16,443","16,443","739","1,112","2,575","1,867","2,238","2,890","2,581","1,546","729","148","18","8,482","8,482","391","577","1,487","1,087","1,265","1,480","1,204","686","267","36","2","7,961","7,961","348","535","1,088","780","973","1,410","1,377","860","462","112","16"
"경기도 수원시 권선구 (4111300000)","370,648","370,648","33,680","34,000","54,975","59,710","61,778","62,480","38,287","17,198","7,321","1,126","93","187,043","187,043","17,310","17,669","28,656","31,182","31,914","30,796","18,908","7,830","2,505","247","26","183,605","183,605","16,370","16,331","26,319","28,528","29,864","31,684","19,379","9,368","4,816","879","67"
"경기도 수원시 권선구 세류1동(4111352000)","10,551","10,551","914","641","1,532","1,750","1,483","1,904","1,315","669","283","49","11","5,284","5,284","482","342","779","935","779","918","627","304","107","9","2","5,267","5,267","432","299","753","815","704","986","688","365","176","40","9"
"경기도 수원시 권선구 세류2동(4111353000)","23,838","23,838","1,157","1,663","3,618","3,574","3,775","4,339","3,311","1,632","661","99","9","12,265","12,265","600","873","1,916","2,056","1,996","2,197","1,567","760","262","34","4","11,573","11,573","557","790","1,702","1,518","1,779","2,142","1,744","872","399","65","5"
"경기도 수원시 권선구 세류3동(4111354000)","19,661","19,661","1,017","1,614","2,791","2,696","3,184","3,482","2,774","1,468","539","84","12","9,888","9,888","473","841","1,488","1,474","1,681","1,712","1,332","665","198","24","0","9,773","9,773","544","773","1,303","1,222","1,503","1,770","1,442","803","341","60","12"
"경기도 수원시 권선구 평동(4111355000)","41,007","41,007","3,185","3,699","6,358","5,811","6,224","7,664","4,789","2,169","931","159","18","20,800","20,800","1,645","1,929","3,450","3,046","3,157","3,803","2,401","1,013","324","28","4","20,207","20,207","1,540","1,770","2,908","2,765","3,067","3,861","2,388","1,156","607","131","14"
"경기도 수원시 권선구 서둔동(4111356000)","38,548","38,548","2,568","3,290","5,927","5,527","6,093","6,871","4,857","2,374","902","128","11","19,621","19,621","1,290","1,737","3,142","3,048","3,213","3,420","2,366","1,080","294","27","4","18,927","18,927","1,278","1,553","2,785","2,479","2,880","3,451","2,491","1,294","608","101","7"
"경기도 수원시 권선구 구운동(4111365000)","25,103","25,103","1,516","2,128","4,025","3,324","3,840","4,932","3,152","1,430","664","86","6","12,661","12,661","756","1,090","2,107","1,807","1,980","2,437","1,567","674","220","21","2","12,442","12,442","760","1,038","1,918","1,517","1,860","2,495","1,585","756","444","65","4"
"경기도 수원시 권선구 금곡동(4111366200)","45,906","45,906","5,160","5,014","6,232","6,886","8,116","7,628","3,965","1,886","888","129","2","22,712","22,712","2,635","2,644","3,212","3,398","4,048","3,693","1,952","801","300","29","0","23,194","23,194","2,525","2,370","3,020","3,488","4,068","3,935","2,013","1,085","588","100","2"
"경기도 수원시 권선구 호매실동(4111366400)","46,329","46,329","7,267","4,442","5,151","9,603","8,099","5,945","3,554","1,537","651","74","6","23,004","23,004","3,782","2,216","2,514","4,747","4,279","2,850","1,731","669","199","14","3","23,325","23,325","3,485","2,226","2,637","4,856","3,820","3,095","1,823","868","452","60","3"
"경기도 수원시 권선구 권선1동(4111367000)","24,875","24,875","1,392","1,773","4,969","4,483","3,723","4,258","2,683","1,057","459","75","3","12,641","12,641","728","934","2,489","2,417","1,934","2,121","1,371","484","144","17","2","12,234","12,234","664","839","2,480","2,066","1,789","2,137","1,312","573","315","58","1"
"경기도 수원시 권선구 권선2동(4111368000)","50,079","50,079","5,943","5,509","6,940","8,244","8,960","8,056","4,207","1,463","630","118","9","24,701","24,701","3,104","2,909","3,584","3,951","4,362","3,798","2,085","670","217","18","3","25,378","25,378","2,839","2,600","3,356","4,293","4,598","4,258","2,122","793","413","100","6"
"경기도 수원시 권선구 곡선동(4111369000)","27,732","27,732","1,776","2,355","5,361","5,495","4,995","4,579","1,956","742","391","77","5","14,871","14,871","919","1,198","2,872","3,139","2,789","2,424","1,048","333","136","11","2","12,861","12,861","857","1,157","2,489","2,356","2,206","2,155","908","409","255","66","3"
"경기도 수원시 권선구 입북동(4111370000)","17,019","17,019","1,785","1,872","2,071","2,317","3,286","2,822","1,724","771","322","48","1","8,595","8,595","896","956","1,103","1,164","1,696","1,423","861","377","104","15","0","8,424","8,424","889","916","968","1,153","1,590","1,399","863","394","218","33","1"
"경기도 수원시 팔달구 (4111500000)","175,468","175,468","9,926","14,336","28,666","24,894","27,780","30,729","21,785","11,810","4,735","718","89","88,401","88,401","5,043","7,337","14,924","13,441","14,307","15,632","10,587","5,238","1,695","175","22","87,067","87,067","4,883","6,999","13,742","11,453","13,473","15,097","11,198","6,572","3,040","543","67"
"경기도 수원시 팔달구 매교동(4111565000)","5,968","5,968","242","324","919","873","877","1,115","873","515","200","24","6","3,172","3,172","124","179","505","473","508","617","446","235","72","10","3","2,796","2,796","118","145","414","400","369","498","427","280","128","14","3"
